stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id
36367,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 6   קומה:  ,31.967759,34.785612,0,21658,8300
36370,42659,ת. מרכזית חוף הכרמל/רציפים עירוני, רחוב:  עיר: חיפה רציף: 15  קומה:  ,32.793809,34.959025,0,3524,4000
36371,43009,ת. מרכזית המפרץ/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 8   קומה:  ,32.793242,35.034178,0,3871,4000
36380,42659,ת. מרכזית חוף הכרמל/רציפים עירוני, רחוב:  עיר: חיפה רציף: 13  קומה:  ,32.793809,34.959025,0,3524,4000
36385,31100,ת. מרכזית רחובות/רציפים, רחוב:קניון עופר רחובות  עיר: רחובות רציף: 6   קומה:  ,31.893459,34.807735,0,15437,8400
36386,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 9   קומה:  ,31.243017,34.796743,0,26652,9000
36390,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 7   קומה:  ,32.793372,34.958985,0,3523,4000
36391,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 8   קומה:  ,32.793372,34.958985,0,3523,4000
36401,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 5   קומה:  ,32.793372,34.958985,0,3523,4000
36404,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 14  קומה: 3,31.789467,35.203715,0,10758,3000
36411,43009,ת. מרכזית המפרץ/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 11  קומה:  ,32.793242,35.034178,0,3871,4000
36416,42659,ת. מרכזית חוף הכרמל/רציפים עירוני, רחוב:  עיר: חיפה רציף: 12  קומה:  ,32.793809,34.959025,0,3524,4000
36417,50093,ת. מרכזית נהריה/רציפים, רחוב:יאנוש קורצ'אק  עיר: נהריה רציף: 2   קומה:  ,33.005504,35.097344,0,17592,9100
36419,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 3   קומה:  ,32.793372,34.958985,0,3523,4000
36427,50093,ת. מרכזית נהריה/רציפים, רחוב:יאנוש קורצ'אק  עיר: נהריה רציף: 3   קומה:  ,33.005504,35.097344,0,17592,9100
36430,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 2   קומה:  ,32.793372,34.958985,0,3523,4000
36433,21256,ת.מרכזית ת''א ק.6/רציפים, רחוב:תמח''ת קומה 6  עיר: תל אביב יפו רציף: 606 קומה: 6,32.055909,34.779085,0,12961,5000
36435,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 1   קומה:  ,32.793372,34.958985,0,3523,4000
36441,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 13  קומה: 3,31.789467,35.203715,0,10758,3000
36449,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 19  קומה:  ,31.967759,34.785612,0,21658,8300
36451,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 18  קומה: 3,31.789467,35.203715,0,10758,3000
36456,43009,ת. מרכזית המפרץ/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 12  קומה:  ,32.793242,35.034178,0,3871,4000
36470,31100,ת. מרכזית רחובות/רציפים, רחוב:קניון עופר רחובות  עיר: רחובות רציף: 8   קומה:  ,31.893459,34.807735,0,15437,8400
36473,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 7   קומה: 3,31.789467,35.203715,0,10758,3000
36477,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 5   קומה: 3,31.789467,35.203715,0,10758,3000
36484,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 12  קומה: 3,31.789467,35.203715,0,10758,3000
36492,31100,ת. מרכזית רחובות/רציפים, רחוב:קניון עופר רחובות  עיר: רחובות רציף: 5   קומה:  ,31.893459,34.807735,0,15437,8400
36496,42659,ת. מרכזית חוף הכרמל/רציפים עירוני, רחוב:  עיר: חיפה רציף: 14  קומה:  ,32.793809,34.959025,0,3524,4000
36498,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 15  קומה:  ,31.967759,34.785612,0,21658,8300
36503,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 20  קומה:  ,31.967759,34.785612,0,21658,8300
36510,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 14  קומה:  ,31.967759,34.785612,0,21658,8300
36512,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 22  קומה: 3,31.789467,35.203715,0,10758,3000
36516,22955,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 14  קומה: 7,32.056413,34.779452,0,13281,5000
36525,25439,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 5   קומה: 7,32.056141,34.779261,0,13527,5000
36527,42658,ת. מרכזית חוף הכרמל/רציפים בינעירוני, רחוב:  עיר: חיפה רציף: 6   קומה:  ,32.793372,34.958985,0,3523,4000
36533,22955,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 15  קומה: 7,32.056413,34.779452,0,13281,5000
36537,57001,ת. מרכזית טבריה/רציפים, רחוב:411  עיר: טבריה רציף: 9   קומה:  ,32.787527,35.536813,0,5216,6700
36538,31100,ת. מרכזית רחובות/רציפים, רחוב:קניון עופר רחובות  עיר: רחובות רציף: 2   קומה:  ,31.893459,34.807735,0,15437,8400
36541,22955,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 9   קומה: 7,32.056413,34.779452,0,13281,5000
36544,21256,ת.מרכזית ת''א ק.6/רציפים, רחוב:תמח''ת קומה 6  עיר: תל אביב יפו רציף: 605 קומה: 6,32.055909,34.779085,0,12961,5000
36546,31100,ת. מרכזית רחובות/רציפים, רחוב:קניון עופר רחובות  עיר: רחובות רציף: 3   קומה:  ,31.893459,34.807735,0,15437,8400
36558,10466,ת. מרכזית אילת/רציפים, רחוב:  עיר: אילת רציף: 2   קומה:  ,29.556565,34.952682,0,12362,2600
36561,55637,ת. מרכזית עפולה/רציפים, רחוב:  עיר: עפולה רציף: 1   קומה:  ,32.607821,35.292233,0,4967,7700
36582,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 18  קומה:  ,31.967759,34.785612,0,21658,8300
36588,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 6   קומה: 3,31.789467,35.203715,0,10758,3000
36598,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 13  קומה:  ,31.967759,34.785612,0,21658,8300
36599,11001,ת. מרכזית אשדוד/רציפים, רחוב:  עיר: אשדוד רציף: 2   קומה:  ,31.790926,34.639056,0,25539,70
36600,33512,ת. מרכזית רשל''צ/רציפים, רחוב:  עיר: ראשון לציון רציף: 9   קומה:  ,31.967759,34.785612,0,21658,8300
36604,53408,מסוף חצור הגלילית/רציפים, רחוב:  עיר: חצור הגלילית רציף: 4   קומה:  ,32.980830,35.556268,0,20548,2034
36763,11001,ת. מרכזית אשדוד/רציפים, רחוב:  עיר: אשדוד רציף: 3   קומה:  ,31.790926,34.639056,0,25539,70
36767,57001,ת. מרכזית טבריה/רציפים, רחוב:411  עיר: טבריה רציף: 10  קומה:  ,32.787527,35.536813,0,5216,6700
36771,6211,כביש 3855/שדרות יגאל אלון, רחוב:3855  עיר: מטה יהודה רציף:   קומה:  ,31.752618,35.000727,0,,13283
36782,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 2   קומה: 3,31.789467,35.203715,0,10758,3000
36784,4170,ת. מרכזית ירושלים קומה 3/רציפים, רחוב:  עיר: ירושלים רציף: 3   קומה: 3,31.789467,35.203715,0,10758,3000
36797,6212,כביש 3855/שדרות יגאל אלון, רחוב:3855  עיר: מטה יהודה רציף:   קומה:  ,31.751453,35.000784,0,,1801
36798,6214,שדרות משה דיין/מזל טלה, רחוב:שדרות משה דיין 15 עיר: ירושלים רציף:   קומה:  ,31.835829,35.233899,0,,3000
36801,19905,כיכר אמציה למזרח, רחוב:358  עיר: לכיש רציף:   קומה:  ,31.538591,34.906245,0,,13365
36802,19906,כיכר אמציה לצפון, רחוב:3415  עיר: לכיש רציף:   קומה:  ,31.538759,34.905243,0,,13442
36807,19911,הרותם/הצבעוני, רחוב:הרותם 32 עיר: אשדוד רציף:   קומה:  ,31.790090,34.650551,0,,70
36809,55732,מועצה אזורית יזרעאל, רחוב:  עיר: עמק יזרעאל רציף:   קומה:  ,32.654338,35.290191,0,,1840
36811,65369,צומת מוצב שקף לצפון, רחוב:358  עיר: לכיש רציף:   קומה:  ,31.500574,34.942321,0,,13363
36813,65371,צומת שקף לצפון, רחוב:358  עיר: לכיש רציף:   קומה:  ,31.508788,34.943264,0,,13361
36814,65372,מעלה אריאל, רחוב:מעלה אריאל  עיר: מצפה יריחו רציף:   קומה:  ,31.816505,35.391724,0,,3576
36815,65373,מעלה אריאל, רחוב:מעלה אריאל  עיר: מצפה יריחו רציף:   קומה:  ,31.816684,35.391434,0,,3576
36827,19912,תחנת דלק דור אזה''ת מצפה רמון, רחוב:  עיר: מצפה רמון רציף:   קומה:  ,30.627314,34.806120,0,,99
36828,28659,קניון גבעתיים/דרך יצחק רבין, רחוב:דרך יצחק רבין  עיר: גבעתיים רציף:   קומה:  ,32.065553,34.811535,0,,6300
36830,38359,יוסף בורג/מנחם גינדי, רחוב:ד''ר יוסף בורג  עיר: ראשון לציון רציף:   קומה:  ,31.970028,34.821501,0,,8300
36831,38360,כתריאל רפפורט/האחד עשר, רחוב:כתריאל רפפורט 16 עיר: ראשון לציון רציף:   קומה:  ,31.968694,34.820999,0,,8300
36832,38361,כתריאל רפפורט/דר יוסף בורג, רחוב:כתריאל רפפורט 16 עיר: ראשון לציון רציף:   קומה:  ,31.968577,34.821369,0,,8300
36833,38362,יוסף בורג/ההתיישבות, רחוב:ד''ר יוסף בורג 12 עיר: ראשון לציון רציף:   קומה:  ,31.970632,34.822288,0,,8300
36835,38364,התדהר/דפנה, רחוב:התדהר 19 עיר: רעננה רציף:   קומה:  ,32.197950,34.884170,0,,8700
36836,47916,ג'ת פדלה/תוחותמוס אלת'אלית, רחוב:ג'ת פדלה  עיר: ג'ת רציף:   קומה:  ,32.397878,35.044047,0,,628
36841,55738,אכסאל/דרך א סלאם, רחוב:אכסאל 21 עיר: נצרת רציף:   קומה:  ,32.699261,35.300141,0,,7300
36845,65305,הכינור/הקרן, רחוב:הכינור 12 עיר: מעלה אדומים רציף:   קומה:  ,31.782001,35.296720,0,,3616
36846,65308,הצור, רחוב:הצור 11 עיר: מעלה אדומים רציף:   קומה:  ,31.781907,35.313782,0,,3616
36847,65309,הצור, רחוב:הצור 11 עיר: מעלה אדומים רציף:   קומה:  ,31.781921,35.313898,0,,3616
36850,65319,דרך פרת/המייסדים, רחוב:דרך פרת  עיר: כפר אדומים רציף:   קומה:  ,31.826482,35.334936,0,,3638
36851,65321,דרך פרת/דרך החיים, רחוב:דרך פרת  עיר: כפר אדומים רציף:   קומה:  ,31.825741,35.328311,0,,3638
36854,65332,מעלה אריאל/אבני מילואים, רחוב:מעלה אריאל  עיר: מצפה יריחו רציף:   קומה:  ,31.815015,35.394731,0,,3576
36858,65374,מחוז ש''י, רחוב:  עיר: מעלה אדומים רציף:   קומה:  ,31.797281,35.290829,0,,3616
36859,65375,זריחה/אור, רחוב:הזריחה  עיר: קדר רציף:   קומה:  ,31.755535,35.309205,0,,3781
36860,65376,דרך הגיא/המצדים, רחוב:דרך הגיא  עיר: מעלה אדומים רציף:   קומה:  ,31.777971,35.301290,0,,3616
36861,65377,שדרות החברה הכלכלית/נביעות, רחוב:שדרות המייסדים  עיר: מעלה אדומים רציף:   קומה:  ,31.784741,35.334952,0,,3616
36863,65379,הצור א, רחוב:הצור  עיר: מעלה אדומים רציף:   קומה:  ,31.783628,35.313686,0,,3616
36864,65380,הצור א, רחוב:הצור  עיר: מעלה אדומים רציף:   קומה:  ,31.783717,35.313776,0,,3616
36865,65381,הצור/נופי הסלע, רחוב:הצור  עיר: מעלה אדומים רציף:   קומה:  ,31.786002,35.312779,0,,3616
36867,10313,ת. מרכזית ערד/רציפים, רחוב:  עיר: ערד רציף: 3   קומה:  ,31.255802,35.211836,0,12209,2560
36871,47917,דרך צרפת/יצחק נדב, רחוב:דרך צרפת 91 עיר: חיפה רציף:   קומה:  ,32.823565,34.967725,0,,4000
36877,10313,ת. מרכזית ערד/רציפים, רחוב:  עיר: ערד רציף: 1   קומה:  ,31.255802,35.211836,0,12209,2560
36888,28624,ת.מרכזית ת''א ק.6/רציפים, רחוב:תמח''ת קומה 6  עיר: תל אביב יפו רציף: 634 קומה: 6,32.056487,34.779648,0,14592,5000
36892,28625,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 1   קומה: 7,32.054886,34.780031,0,14593,5000
36893,28625,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 2   קומה: 7,32.054886,34.780031,0,14593,5000
36894,28625,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 3   קומה: 7,32.054886,34.780031,0,14593,5000
36895,28625,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 4   קומה: 7,32.054886,34.780031,0,14593,5000
36896,28625,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 5   קומה: 7,32.054886,34.780031,0,14593,5000
36905,37675,עתידים/וייצמן, רחוב:עתידים 62 עיר: רעננה רציף:   קומה:  ,32.192924,34.874926,0,,8700
36906,37676,הרימון/התאנה, רחוב:הרימון  עיר: בית אלעזרי רציף:   קומה:  ,31.852372,34.811644,0,,562
36907,37677,גבעת ברנר/הרחבה, רחוב:  עיר: גבעת ברנר רציף:   קומה:  ,31.869487,34.800544,0,,147
36909,37679,שרון/גולן, רחוב:שרון  עיר: קרית שדה התעופה רציף:   קומה:  ,31.985768,34.915327,0,,1746
36910,37680,גולן/נגב, רחוב:גולן 1 עיר: קרית שדה התעופה רציף:   קומה:  ,31.987584,34.913776,0,,1746
36911,47918,הפרדס/משמר הגבול, רחוב:יקותיאל אדם  עיר: חדרה רציף:   קומה:  ,32.426585,34.941942,0,,6500
36912,47919,הפרדס/משמר הגבול, רחוב:יקותיאל אדם  עיר: חדרה רציף:   קומה:  ,32.427662,34.941325,0,,6500
36914,47935,צופית/חסידה, רחוב:צופית 14 עיר: זכרון יעקב רציף:   קומה:  ,32.563884,34.962991,0,,9300
36917,10313,ת. מרכזית ערד/רציפים, רחוב:  עיר: ערד רציף: 2   קומה:  ,31.255802,35.211836,0,12209,2560
36918,10313,ת. מרכזית ערד/רציפים, רחוב:  עיר: ערד רציף: 5   קומה:  ,31.255802,35.211836,0,12209,2560
36922,47937,דרך צרפת/יצחק נדב, רחוב:דרך צרפת 84 עיר: חיפה רציף:   קומה:  ,32.822979,34.967502,0,,4000
36923,65382,הריטב''א ג, רחוב:הריטב''א  עיר: מודיעין עילית רציף:   קומה:  ,31.929852,35.049796,0,,3797
36924,65383,השל''ה/מסילת ישרים, רחוב:השל''ה  עיר: מודיעין עילית רציף:   קומה:  ,31.932201,35.038167,0,,3797
36925,65384,חניון תח''צ/שדרות בית הלל, רחוב:שדרות בית הלל  עיר: מודיעין עילית רציף:   קומה:  ,31.934781,35.048142,0,,3797
36926,65385,הרמב''ם/התבור, רחוב:הרמב''ם 1 עיר: מודיעין עילית רציף:   קומה:  ,31.929124,35.021276,0,,3797
36927,65386,מסוף עירוני/שדרות בית הלל, רחוב:שדרות בית הלל  עיר: מודיעין עילית רציף:   קומה:  ,31.936506,35.036813,0,,3797
36928,65387,שדרות בית הלל/חפץ חיים, רחוב:שדרות בית הלל  עיר: מודיעין עילית רציף:   קומה:  ,31.935533,35.046422,0,,3797
36929,65388,שדרות בית הלל/שדרות אביי ורבא, רחוב:שדרות בית הלל  עיר: מודיעין עילית רציף:   קומה:  ,31.935615,35.046727,0,,3797
36930,65389,בית ספר תיכון בית חינוך/הריטב''א, רחוב:הריטב''א  עיר: מודיעין עילית רציף:   קומה:  ,31.929233,35.049809,0,,3797
36931,65390,הריטב''א א, רחוב:הריטב''א  עיר: מודיעין עילית רציף:   קומה:  ,31.928122,35.049077,0,,3797
36932,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 14  קומה:  ,31.243017,34.796743,0,26652,9000
36935,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 15  קומה:  ,31.243017,34.796743,0,26652,9000
36943,65391,בי''ס אזורי גוש עציון, רחוב:  עיר: גוש עציון רציף:   קומה:  ,31.657896,35.119988,0,,76
36947,11001,ת. מרכזית אשדוד/רציפים, רחוב:  עיר: אשדוד רציף: 1   קומה:  ,31.790926,34.639056,0,25539,70
36948,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 16  קומה:  ,31.243017,34.796743,0,26652,9000
36952,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 2   קומה:  ,31.243017,34.796743,0,26652,9000
36954,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 5   קומה:  ,31.243017,34.796743,0,26652,9000
36979,6217,חווה חקלאית/זכריה הנביא, רחוב:זכריה הנביא  עיר: בית שמש רציף:   קומה:  ,31.713212,34.977820,0,,2610
36980,6218,זכריה הנביא/נריה הנביא, רחוב:זכריה הנביא  עיר: בית שמש רציף:   קומה:  ,31.705615,34.978383,0,,2610
36981,6219,חבקוק הנביא/שאול המלך, רחוב:חבקוק הנביא 41 עיר: בית שמש רציף:   קומה:  ,31.709143,34.980325,0,,2610
36982,6220,חבקוק הנביא, רחוב:חבקוק הנביא 14 עיר: בית שמש רציף:   קומה:  ,31.707222,34.984087,0,,2610
36983,6221,יחזקאל הנביא/אחיה השילוני, רחוב:יחזקאל הנביא 11 עיר: בית שמש רציף:   קומה:  ,31.704727,34.982602,0,,2610
36984,6222,יחזקאל הנביא/אחיה השילוני, רחוב:יחזקאל הנביא 10 עיר: בית שמש רציף:   קומה:  ,31.704323,34.981820,0,,2610
36985,6223,נריה הנביא/זכריה הנביא, רחוב:נריה הנביא 2 עיר: בית שמש רציף:   קומה:  ,31.705202,34.977523,0,,2610
36987,31895,בי''ס סאלח מנצור/אבו בכר, רחוב:אבו בכר  עיר: טירה רציף:   קומה:  ,32.235778,34.958017,0,,2720
36988,32805,צבעוני/הלוטם, רחוב:צבעוני  עיר: כפר יונה רציף:   קומה:  ,32.313042,34.936334,0,,168
36989,32806,טבעת דרום/אלבוח'ארי, רחוב:  עיר: טייבה רציף:   קומה:  ,32.257316,35.007544,0,,2730
36990,32807,בי''ס תיכון למדע/אנדא, רחוב:א נדא  עיר: טירה רציף:   קומה:  ,32.236201,34.956100,0,,2720
36992,32809,בי''ס תיכון למדע/אנדא, רחוב:א נדא  עיר: טירה רציף:   קומה:  ,32.236116,34.955328,0,,2720
36993,32810,קופת חולים כללית, רחוב:  עיר: טייבה רציף:   קומה:  ,32.273150,35.012507,0,,2730
36994,32811,הירקון/יהודה הלוי, רחוב:הירקון  עיר: כפר יונה רציף:   קומה:  ,32.314039,34.928009,0,,168
36995,32812,הברוש/נחל צין, רחוב:הברוש 74 עיר: כפר יונה רציף:   קומה:  ,32.313008,34.929567,0,,168
36996,32813,הברוש/הפקאן, רחוב:הברוש  עיר: כפר יונה רציף:   קומה:  ,32.312982,34.933590,0,,168
36997,32814,מתחם יצחקי, רחוב:שדרות בן גוריון  עיר: כפר יונה רציף:   קומה:  ,32.320796,34.936864,0,,168
36998,32815,מתחם יצחקי, רחוב:שדרות בן גוריון  עיר: כפר יונה רציף:   קומה:  ,32.321368,34.936718,0,,168
37000,32818,אזור תעשייה קלנסוואה, רחוב:5614  עיר: לב השרון רציף:   קומה:  ,32.304798,34.982391,0,,12560
37001,32820,טבעת מזרח/שמר אבן אלחטאב, רחוב:  עיר: טייבה רציף:   קומה:  ,32.262452,35.016524,0,,2730
37002,32823,חט''ב א/עבד אל חי, רחוב:טארק עבד אל חי  עיר: טירה רציף:   קומה:  ,32.229941,34.946450,0,,2720
37003,32824,חט''ב א/עבד אל חי, רחוב:טארק עבד אל חי  עיר: טירה רציף:   קומה:  ,32.229792,34.946612,0,,2720
37004,32825,בי''ס אל נאג'אח/המוביל, רחוב:המוביל  עיר: טירה רציף:   קומה:  ,32.233925,34.943924,0,,2720
37005,32833,בי''ס תיכון למדעים/המוביל, רחוב:המוביל  עיר: טירה רציף:   קומה:  ,32.236728,34.944340,0,,2720
37006,32834,שרחביל/שוהדא, רחוב:שרחביל אבן חסנא  עיר: טירה רציף:   קומה:  ,32.237878,34.948343,0,,2720
37007,32835,שרחביל/שוהדא, רחוב:  עיר: טירה רציף:   קומה:  ,32.238242,34.947263,0,,2720
37008,32836,תיבות הדואר/שרחביל אבן חסנא, רחוב:שרחביל אבן חסנא  עיר: טירה רציף:   קומה:  ,32.236715,34.950784,0,,2720
37009,32867,בי''ס מפתן טירה/אנדא, רחוב:א נדא  עיר: טירה רציף:   קומה:  ,32.236195,34.952935,0,,2720
37010,32914,בי''ס מפתן טירה/אנדא, רחוב:א נדא  עיר: טירה רציף:   קומה:  ,32.236271,34.953031,0,,2720
37011,32915,בי''ס סאלח מנצור/אבו בכר, רחוב:אבו בכר  עיר: טירה רציף:   קומה:  ,32.234496,34.957805,0,,2720
37013,32978,אגף החינוך/הרצל, רחוב:הרצל 15 עיר: כפר יונה רציף:   קומה:  ,32.319381,34.933133,0,,168
37014,32979,העלייה/המייסדים, רחוב:העלייה 15 עיר: כפר יונה רציף:   קומה:  ,32.318886,34.927872,0,,168
37016,33014,האורן/סמטת הבאר, רחוב:האורן  עיר: חניאל רציף:   קומה:  ,32.337079,34.953004,0,,807
37017,33017,האורן/סמטת הבאר, רחוב:האורן  עיר: חניאל רציף:   קומה:  ,32.336357,34.952709,0,,807
37018,33030,הכניסה הצפונית, רחוב:  עיר: קלנסווה רציף:   קומה:  ,32.288569,34.984592,0,,638
37023,33039,מוזיאון לאומנות, רחוב:  עיר: טייבה רציף:   קומה:  ,32.261347,35.015552,0,,2730
37024,33040,בית מרקחת, רחוב:  עיר: טייבה רציף:   קומה:  ,32.270979,35.016223,0,,2730
37025,55747,כליל א, רחוב:  עיר: כליל רציף:   קומה:  ,32.982366,35.197883,0,,1183
37026,55748,כליל/כניסה, רחוב:  עיר: כליל רציף:   קומה:  ,32.980473,35.183869,0,,1183
37027,55749,כליל/מרכז, רחוב:  עיר: כליל רציף:   קומה:  ,32.984989,35.198771,0,,1183
37028,55750,אפק/מזכירות, רחוב:  עיר: אפק רציף:   קומה:  ,32.839851,35.128124,0,,313
37029,55751,אפק/יציאה, רחוב:  עיר: אפק רציף:   קומה:  ,32.840840,35.125806,0,,313
37036,6224,יפה נוף, רחוב:  עיר: שורש רציף:   קומה:  ,31.793886,35.067735,0,,456
37038,19945,בסיס אורים מחוז דרום, רחוב:  עיר: מרחבים רציף:   קומה:  ,31.317692,34.541880,0,,14065
37039,19946,ת. רכבת שדרות, רחוב:  עיר: שער הנגב רציף:   קומה:  ,31.516041,34.587357,0,,1926
37040,28660,בי''ס שבח מופת/המסגר, רחוב:המסגר 7 עיר: תל אביב יפו רציף:   קומה:  ,32.061230,34.784594,0,,5000
37041,55752,בית כנסת/מרחביה, רחוב:המושבה  עיר: מרחביה מושב רציף:   קומה:  ,32.603484,35.315918,0,,97
37042,55753,מגדל מים/מרחביה, רחוב:המושבה  עיר: מרחביה מושב רציף:   קומה:  ,32.603706,35.315490,0,,97
37043,65395,השחר א, רחוב:השחר  עיר: קדר רציף:   קומה:  ,31.754450,35.305956,0,,3781
37044,65396,השחר ב, רחוב:השחר  עיר: קדר רציף:   קומה:  ,31.754203,35.307333,0,,3781
37050,28624,ת.מרכזית ת''א ק.6/רציפים, רחוב:תמח''ת קומה 6  עיר: תל אביב יפו רציף: 633 קומה: 6,32.056487,34.779648,0,14592,5000
37051,28625,ת.מרכזית ת''א ק.7/רציפים, רחוב:תמח''ת קומה 7  עיר: תל אביב יפו רציף: 6   קומה: 7,32.054886,34.780031,0,14593,5000
37053,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 3   קומה:  ,31.243017,34.796743,0,26652,9000
37056,30136,ת. מרכזית נתניה/רציפים, רחוב:פינסקר  עיר: נתניה רציף: 11  קומה:  ,32.326889,34.858740,0,14679,7400
37057,30136,ת. מרכזית נתניה/רציפים, רחוב:פינסקר  עיר: נתניה רציף: 12  קומה:  ,32.326889,34.858740,0,14679,7400
37058,30136,ת. מרכזית נתניה/רציפים, רחוב:פינסקר  עיר: נתניה רציף: 13  קומה:  ,32.326889,34.858740,0,14679,7400
37059,30136,ת. מרכזית נתניה/רציפים, רחוב:פינסקר  עיר: נתניה רציף: 14  קומה:  ,32.326889,34.858740,0,14679,7400
37060,31100,ת. מרכזית רחובות/רציפים, רחוב:קניון עופר רחובות  עיר: רחובות רציף: 9   קומה:  ,31.893459,34.807735,0,15437,8400
37061,19947,צים סנטר/התעשייה, רחוב:התעשייה 56 עיר: ערד רציף:   קומה:  ,31.247451,35.201052,0,,2560
37062,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 21  קומה:  ,31.243017,34.796743,0,26652,9000
37063,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 22  קומה:  ,31.243017,34.796743,0,26652,9000
37064,13907,ת. מרכזית ב''ש/רציפים, רחוב:  עיר: באר שבע רציף: 17  קומה:  ,31.243017,34.796743,0,26652,9000
37065,5897,שער האשפות/מעלה השלום, רחוב:מעלה השלום  עיר: ירושלים רציף:   קומה:  ,31.773846,35.232895,0,,3000
37066,19948,אבו קרינאת 1, רחוב:  עיר: ערערה בנגב רציף:   קומה:  ,31.130840,34.969113,0,,1192
37067,19949,קופת חולים כללית, רחוב:  עיר: נווה מדבר רציף:   קומה:  ,31.134529,34.961352,0,,6268
37068,19950,בית ספר, רחוב:  עיר: נווה מדבר רציף:   קומה:  ,31.135094,34.959189,0,,6268
37069,19951,קופת חולים כללית, רחוב:  עיר: נווה מדבר רציף:   קומה:  ,31.134381,34.961525,0,,6268
37070,19952,אבו קרינאת 3, רחוב:  עיר: ערערה בנגב רציף:   קומה:  ,31.131017,34.968712,0,,1192
37071,19953,קאסר א-סיר 1, רחוב:  עיר: קסר א סיר רציף:   קומה:  ,31.082083,34.986567,0,,1347
37072,19954,קאסר א-סיר 2, רחוב:  עיר: קסר א סיר רציף:   קומה:  ,31.081353,34.982384,0,,1347
37073,19955,קאסר א-סיר 3, רחוב:  עיר: קסר א סיר רציף:   קומה:  ,31.081918,34.982982,0,,1347
